index,rating,review_text,Location,Room,Cleanliness,Service,Facilities,Food_and_beverage,Price,Safety
13778,6.3,"The night staff was nice and efficient.
But the morning staff was a disaster! I came 10 minutes too late for breakfast. I asked if I could exceptionally get some food from the kitchen, being 8 months 1/2 pregnant. I was simply told first that food had been put away in the kitchen and that it was not possible. Then the lady changed her version saying that they had already thrown away all breakfast, to make sure I would not insist on getting some food I guess...
When I asked if other hotels around would offer some breakfast, she answered that everything was closed by 10am without checking with other hotels. When I told her that I would then have to order a taxi to try and find something in the closest town, she showed absolutely no willingness to help and simply said that this was my only solution.
Good that I went to the nearest hotel, the PentaHotel, where they were serving breakfast until 11.30am and welcomed me in the nicest way.
I will never go back to this hotel for this very reason. Showing no flexibility even when obviously the person needs specific attention is unacceptable.,

Location was practical. Equipments were fairly good and it was clean.",1,0,1,-1,1,-1,0,0
23622,9,"If you want a really quiet location, the new place was above a cafe in a pedestrian area so you hear people talking until quite late given it is at the touristic centre of Ghent. However, that also has its charms. It is an amazingly beautiful area, and very congenial. Seeing all the bicycles with the kinds at their front is in itself a very calming experience. Great all around if you can bear the,

The owner let me know in advance that he was transferring me to another venue than the one which I had booked. It was more central - thus more expensive but he would not change the price. One of the reasons for which I had chosen the original place was that parking was available. This meant a 15-20 minute walk to the new venue but I did not mind that.
The new venue was exceptionally good (especially for the price I had paid) though its central location also meant it was less quiet than I had expected. But still an amazing experience. Even at the normal price (which I do not know) I would have rated the service excellent.
The breakfast was stupendous and the staff really, really friendly and helpful.",1,1,0,1,0,1,1,1
4981,10,"Being a 3 star property, the New Regina is a great value for the money. Located literally on the Main Square, the main city attractions are at your immediate disposal. The room was ready before 3 pm (official check in time), we found it very handy. The room was of an adequate size, I need to point out the large, extremely comfortable bed, Nice bathroom with rain shower. large towel selection. Coffee and tea making facility with choice of tea, regular coffee, decaf and cream. The breakfast was included in the room rate and it was the biggest surprise. Let me elaborate, as a frequent traveler for business and leisure, I've accumulated lots of experience BUT such a luxurious breakfast experience I don't remember. Great choice, variety of the items from cheese, ham, various jams, sweet spreads, butter, eggs, bread rolls and various viennoiseries... Quantity wise, it was more than enough for 2 people. Last but not least, very friendly staff ready to help you at any moment. I also want to mention pre-stay phase, I called the hotel several times and always being treated professionally and in a friendly manner.",1,1,1,1,1,1,1,0
15340,8,"Neighbours (or guests) sometimes a little bit loud.
Also, since it is in a relatively old tenement house, there is a classic issue with flushing toilet paper - might be a problem if there are many guests and staying for longer...,

Classic standard place in Antwerp in a quiet (in Winter time at least) but a little bit peripheral quarter (20-30 min walk from Central Station). Still - easy to get to, and bus stops going to Central Station or Berchem 5 minutes away from the place.
The quarter itself is very interesting, since it's a cultural mix with people from all over the world, very nice. And a park and spacious squares in the vicinity - good for jogging. Supermarkets close by.
Shared bathrooms per floor, and a big nice shared kitchen (with all utensils) on the ground floor.
I stayed in a small single room - pretty basic, but not different than any other I stayed in Antwerp throughout the years.
Definitely not for staying in for hours, but that's not why you visit Antwerp;)
Room, bathroom and the kitchen clean, no issues with that.
Host very helpful and quickly responding.",1,0,1,1,0,0,0,1
17543,10,"Perhaps the distance to Arlon for restaurants, not so much of an issue if travelling by car, which most sensible guests would do!,

I made an error with the check in time, I believed the check-in time was up to 9pm, thinking that most hosts prefer earlier than later, I turned up at 5.15pm and noticed that check-in time is between 18.00-21.00. Staphanie’s husband let me in and showed me to a very comfortable upper bed room and lounge, I was grateful and ready for a shower travelling by moto. Technically I could have been charged an additional fee, which was waived. In the evening I had a meal in Arlon; 7km, returned to the house for an excellent nights rest in a very comfortable bed. Breakfast was excellent, continental style, cheese, meats etc. and great coffee. Easy journey to the Channel ports, left at 9.30 I made good time for the return ferry and transferred to an earlier departure, arrived home while still light, mid-October. 
Southern Belgium is great moto country, I was in transit from SE Europe, next time I’ll stay longer, explore the area and fuel is cheap in nearby Luxembourg.",1,1,1,1,1,1,1,1
22666,6.3,"The place was clean but, under the upper bed, a gum was there at the corner, totally disgusting and it was never cleaned
After breakfast, they clean the tables, after a while, cleaning ladies will clean the bedroom. So, there is no place to stay if you wanna stay in the hotel a little longer before going out
The staff was confusing, one of guys, which was not able to speak English very well, told us that was possible to stay late after checkout in the last day, however, we were surprised because the other guy in the morning told it was not possible
The place is good if you have a car. If you are relying on public transportation, don't stay there. Bus passes once per hour and sometimes not on time (earlier), you will end up awaiting for it more than one hour sometimes or walking more than 1,5 km to get another transport. Taxis also are rare in this part of Antwerp,

The room was confortable, the bathroom was also fine.
The breakfast is very good, many bread options, some fruits, drinks and tasty donuts.
Checkin and checkout very quick and easy.",-1,1,0,-1,0,1,0,0
16405,7.1,"When you’re staying in the new building, you might as well be staying in any new hotel. There was, however, no airconditioning in the rooms, and we happened to be there on a very hot day. Little things are missing, like a towel hook by the basin in the room. Also just a heads up that it’s a quite a walk from the parking to the rooms. The biggest problem, however, was one of understaffing. The receptionist was friendly, but clearly overworked. Besides her, the only other person around was the bar lady, whose first day it was. She had clearly not received sufficient training and could not cope with the pressure.  There was no manager around to assist or to deal with guest complaints. There is no service on the terrace (which is a nice place to sit) so you have to queue at the bar and hope for the best. Importantly, the blame is not to be placed on the inexperienced bar lady but on management.,

The setting (the hotel is in a park) is lovely and peaceful. The rooms (in the new building) were recently built and clean.",-1,1,-1,-1,0,1,0,0
1103,6.3,"Breakfast is really bad, not only it's a small portion single meal but also prepared with cheap and not healthy ingredients. Restaurant located in the basement, it feels dark & filthy in there. 
I was charged circa 10% extra to the booking.com rate as explained by hotel it's due to currency difference. Room prices are set in USD, whilst normally you expected to pay in local currency. This reminds me of the era right after  Soviet Union collapsed. When everything in CIS countries was traded and sold in USD. Not much has changed in Belarus since that time, it's still stuck in post Soviet times.
Soap is limited  to 2 portions per person. I would be keen to learn, how are you suppose to shower and wash you hands throughout the day with that amount?
Window's  sound insulation on the top floor is terrible, can hear motorway all night long.,

Nothing really I liked about the hotel. Maybe just the proximity to the motorway. But at the same time this motorway kept we awake during the night. 
Parking is free but limited and very muddy, why not too throw more loose chippings or better to cover with concrete surface.",0,-1,-1,-1,-1,-1,-1,-1
19714,10,"Nothing. Everything was absolutely wonderful!,

The interior of the building made a great impression on us. The photos reflect the nature of the place in 100% - everything fits together in every place. We were positively surprised before we got to the facility - the host clearly explained how to get there and where to park. On the ground floor, right after entering through the beautiful, large door, we could use the living room, where we could relax with a welcome beer or coffee and feel like in a small cafe. Delicious breakfast is served in the same room, options for vegetarians and vegans were a nice touch. The host is on site practically all the time and is very helpful - full of professionalism. The rooms are on the floors, there is no elevator but that only adds to the charm of this magical place. Both the room with a balcony overlooking the street and the room overlooking the garden are beautifully decorated, clean, with comfortable beds and an equipped bathroom. Fast WiFi throughout the building and the proximity of a tram stop (literally 10 meters from the building) are additional advantages of this place. Thank you for your hospitality!",1,1,1,1,1,1,1,1
8513,10,"A really cute apartment on the beach front, but out of the centre of Ostend and all its crowds. The apartment is stylish and comfortable, and the kitchen equipment  & tableware are great - the selection of glasses is maybe better than ours at home! We managed to use 1 or 2 of each type, without breaking anything! Our concierge Bavo was always available, and helped us in a friendly manner, including some recommendations of the better local fish traiteurs.
The best test of hosts is actually when something goes wrong! In our case, the thermostat in the shower stuck - on MAX!! Impossible  to use it! Then the host/concierge team showed their reactiveness, and hands on attitude, giving us a workable shower on a Sunday evening. I very much appreciate this attitude, so thanks Bavo (and your wife) for your Sunday evening plumbing skills!
Local supermarkets nearby, free parking, in 100 steps you are on the sand already. The little terrace faces East, it overlooks the runway of the airport, it is sheltered from sea breezes (or gale-force winds) and has lots of sun. 100 steps or so to the nearest tram stop!",1,1,1,1,1,1,1,1
22238,8,"Nb This was the Novotel next to the Ibis). Long hall walk from elevator to room. The queen size mattress was no longer even. The carpet had spots on it. The breakfast was a not very interesting corona-takeout with mostly sweet stuff. The worst thing was that my styling tool did not work in the shaving-only plug in the bathroom. It worked in another plug, but there was no mirror. Very useless for a woman who likes to style her hair.,

(Nb.This was the Novotel, next to the Ibis that was closed due to the corona.) Parking, checking in, elevator to floor was a short excursion. The room was spacious, well designed and practical. There were some nice toiletries present, and the towels were good. The restaurant/bar area is spacious and light with a wall of windows onto the terrace. The terrace and its little outdoor bar is equally open en comfortable. The large, enclosed garden with nice green gras, shrubs and trees surrounding a large pool with poolside seating is a beautiful paradise in the industrial area. The cocktails are generous and the food is really good. TV channels included Classic 21 and Arrow radio.",0,0,-1,0,0,0,0,0
10837,10,"Nothing, was all perfect ,

We were greeted with a lovely smile as well as a beautifully decorated hotel and we knew from the off, we chose well, the room as well as the rest of the hotel was very clean, comfortable beds and pillows, as well as real soap and environmentally friendly shampoo and conditioner. The room, 16, a twin, had everything one would need for A comfortable stay. The area itself is clean, some good pubs, bistros, and a stones throw form the beach and Brighton town no more than 10-15 mins walk to the lanes etc. First morning we woke to a hot shower, and a fantastic breakfast room and the choice of food was the best we have both had as much travelled individuals. The home made marmalade was to die for, well done Charlotte. The staff were all very friendly and went the extra mile to please the guests. The deco of the whole hotel was very tastefully done with great care and precision. 
My friend and I would both be back either for another weekend getaway together or with our individual respective partners. 
Thank you for a very delightful, comfortable stay at your fantastic hotel",1,1,1,1,1,1,1,1
1917,8.3,"This is a difficult review because we like the Van Der Valk chain of hotels. Everything was fine, including the food, except for the restaurant staff on a busy Saturday night. But we had a booked table and turned up on time. We were pretty much ignored, had to ask twice for everything and wait for everything. After 1.5 hours at the table, we had received only our starter. We gave up and asked for the bill. No apology, no questions, the bill was plonked wordlessly on our table. Rarely have we experienced such poor service. The problem I believe, lay with the restaurant manager who did not manage her staff.
We complained to the manager at the time (she was dismissive about the whole business and said we hadn't been waiting long!).
We complained the next morning to the reception staff and they were excellent, accepted the complaint, took notes and refunded the meal cost (which was not the reason for my complaint).
Maybe we were just unlucky, but it shouldn't happen in a quality hotel.,

The hotel, the location, the decor, most of the staff and the comfort.",1,1,1,0,1,0,0,1
10740,8.8,"Some little things were missing.  There was a coffee maker, but no ground coffee.  A bowl with some mini chocolate bars, but no sugar sachets for hot drinks.  A hairdryer but no shower gel/soap.  A DVD player but no DVDs (particularly missed as we have young children).  A nice enough TV with cable channels but only one English language channel I could find (BBC First). There was a decent fold out bed, but the mattress cover was dirty.  These are only little things, but they are things that made us ever so slightly less comfortable. N.B. 1) There is free on the road parking, but between Mon-Sat/9-5, it is for two hours only (with a permit provided by the owners): 2) Check in is 5pm (!) but emailing the owners got a more reasonable check in of 2.30 pm.,

This is very well located. The house is a 5-10 minute walk from the Menin gate and the cute town centre.  The owners provide a local map and have put together some very helpful notes on what to do and see during your stay, as well as information on facilities in the house.",1,-1,-1,1,-1,0,0,1
20319,6.7,"I chose this hotel because of the pool (I filtered and this one showed up) - since I'm 7months pregnant. But a note near the pool said the water in the pool was too cold to swim in, because something was broken. A lady overthere said I could go in at my own risk.
There was no note/email upfront or a small briefing when we checked in. Which would have been kind.
Therefore we couldn't enjoy a swim. I shared this with the lady of the reception during checkout, but her only response was: ah yes it will be fixed next week. But what's that helping me? No apologies or something.. Normally I wouldn't have cared too much, but now since it was the reason of my choice it wasn't nice.
That's the only minor. Besides this, all was well. Just bad luck I guess.,

Room was perfect. Beds were comfy and seperate which we requested for with ny friend.
Starbucks coffee. Clean hotel in general, nice ambiance.
Location nothing special but a lot of busses that go to the city centre - also walkable if you enjoy a good walk.",0,1,1,-1,-1,1,0,0
15978,8,"The shag carpet was a little 70's kitch. The TV reception was flakey. The breakfast was not worth the 14 Euro. The coffee machine was not working for multiple days. There are no refrigerators or microwaves in the room, yet if you can manage to bring your own breakfast and french press, you will be fine. There is a microwave in the convenience shop and a kettle in the room. Do to COVID, the Sauna's are not operational and the bar with the fabulous selection of beer is closed. The value for money was not great, yet for a nice place to go for New Year's Eve in COVID times, it was in fact worth it.,

Beautiful Domaine. Wonderful atmosphere. Good opportunities for hiking. Great Place for a get away, not so far from Brussels. The heated pool was amazing (when there were not too many Children splashing around). The bathrooms were well renovated. The staff were friendly and the dinners were good. All plates and cutlery are biodegradable, so let's hear it for sustainability. I would suggest some over 18 time slots for the pool, e.g. 9-11h and 19-21h.",1,0,1,1,0,-1,0,0
19356,6.3,"I always bring food when I stay at the hotel when I come for work. The hotels have a common seating area or restaurants. The hotels  always let me sit and eat my food there. I always travel alone I like to sit and eat where there are people so that I have some interaction with the guest. The restaurant/ hotel workers told me to go eat it in my room. They where not very cordial or helpful. I’ve stayed at 100 hotels I’ve never had any hotel service this cold. If they treated me like this how do they treat other paying guest. I won’t stay at this hotel any more. I asked the receptionist if I could have the receipt she told me some bull story she couldn’t do it. Every other hotel I stay at give it to me on check in. Does everyone working at this hotel have a stick in there butt. The Aloft and Ramada and some hotel that made me itch while I was in bed always treat me never nice why can’t this place get some customer service.,

I liked the industrial look of the apartment the raw cement.",0,1,0,-1,0,0,0,0
13821,9.6,"The closeness of our bed (in room 2) to the door and communal hallway. Due to the position of the fireplace, windows, etc, it would be difficult to move the bed to another position but it meant our heads were only a few metres away from people going up and down the stairs. Other guests were very respectful so we slept well until being woken up by a staff member refilling the coffee and tea cupboard just outside our door at 8am. After 10 minutes or so of trying to ignore her I got up and to let her know that we were trying to sleep. To her credit, she went elsewhere immediately.
I don't believe this would be an issue in other rooms, only room 2. And this was only an issue for us because we were really looking forward to catching up on our sleep and the check out was not until 11am. ,

Everything else was great. I'd certainly stay there again if I could have a different room. The coffee shop across the road did a lovely  breakfast, parking was easy to find, and there was plenty of choice for other meals within 5 minutes walk.",1,0,1,0,0,1,0,1
7292,8.8,"When we entered the hotel for check out, there were 4 people working in the reception. We approached and nobody payed attention to us, so I said that we would like to check in. One of the ladies said that somebody will attend to us shortly, which was strange, because there were 4 staff members chatting between themselves and no other guests except us. 
2 minutes later the 5th staff member approached and I now tend to think that she was a trainee - that's probably why we were asked to wait for her specifically. It really seemed like she wasn't experienced, because she didn't mention all the necessary things, but the most outrageous is that when we asked her if the breakfast was included, she said ""Yes"". The next morning we went to have breakfast, and then we were checking out. The same lady told us the amount and that we need to pay extra for the breakfast! When I asked her why she told me otherwise yesterday, she just shrugged her shoulders and didn't even apologise.,

Nice room with a very comfortable bed. Very clean, good location, great value for money.",1,1,1,-1,0,-1,1,0
10316,9,"The home is somewhat difficult to find. It requires that you turn off on a very small street that looks, at first, like a pedestrian walkway. Use your GPS! Although they do have a small and very nice restaurant near their home in the town, the walk although not excessively long is all downhill, which means that if you walk, the return trip is all uphill. If you have any walking issues, this may be difficult, and we decided that even though it was short we would drive.,

Although this was one of the most expensive rooms during our trip, it was spectacular. The hosts were kind and helpful.  They recommended a small restaurant for dinner that was located in the little village at the base of the hill on which they live that was excellent. The parking in the small driveway was ample and free. The room was absolutely beautiful and spotlessly clean. The TV was excellent with some English channels. The Wi-Fi was fast and free. The bathroom even had some small sample size products to use. The breakfast was absolutely wonderful with lovely coffee and a beautiful view over the back yard and garden area.",0,1,1,1,1,1,1,1
12914,3.3,"- No room had hating radiators;
- The room windows were caught in screw bolt; The windows do not shut tight and a lot of cold came into the room through the cracks of the windows;
- In the room was a smell of cigarette;
- The fire alarm system was pulled off from the ceiling and placed in the closet;
- In the room we found a beetle;
- The ventilation of the bathroom was very bad, in the bathroom being permanently mois and cold;
- Room not cleaned. Lot of dirt on the floor;
- Above the bed the wallpaper wall was ripped;
- We paid for a double room, instead we received a triple room;
- Poorly informed stuff regarding the city tips;
- To make a taxi reservation to take us to the airport, they charged us extra;
- Remote control for the TV was missing from the room;
- The area where the hotel is located is quite strange. A lot of garbage all over and poorly lit. Lots of strange people on the street. And all at 2 km away from the center;
- The price is exaggerated for the conditions offered;",-1,-1,-1,-1,-1,0,-1,-1
9199,9.6,"Just a little thing, not big deal 
When I arrived, around 20:00 hs, and went to my room and bed, discover that just the mattress haven't got sheets, the pillow did.
A forgetfulness, can happen.
When I've gone to the receptionist to comment about it, immediately went to handle it.
All my thanks!! That's how a situation should always be managed!
Didn't like that the distance between the lower and the upper beds, was really short. I'm tall, and there's no chance I could sit normally... or any way without be very bowed.
Neither liked much some parts of the stairs (narrow, unbalanced steps, low ceiling), nor some showers (same reasons, except for the steps, which haven't got)
I was at the ""old building"", the one above the bar,

Breakfast was really great!
My room for 12 was divided in 3 spaces/rooms, which each had their own lavatory.
The bar it's very good, with a very wide offer of Belgian beers, some cocktails, and you can order pizza (€7) up to midnight!",0,0,1,1,0,1,0,0
19562,8.5,"Initially I was put in a room  without air-conditioning (I didn't know this hotel had such rooms because I always had air-con on previous stays here).  Temperature was 37C - 34C during my stay (which was for studying and an exam, so I was in the room most of the time) and not even a fan in the room.  After I complained I was given a room with air-con which made a huge difference.  I really do like this hotel, but with a caveat: in the summer you MUST insist on air-con or book elsewhere.  Also the wifi drops out more often than it should I think.,

Staff are excellent - really helpful.  Gardens are beautiful and peaceful, backing onto the World Heritage Site (Great Begijnhof Spanish Quarter).  Location very good for me as I was sitting an exam in the university.  I enjoyed my stay after the initial problem of air-con was sorted.  I've  stayed here before and would stay here again, and would recommend it to friends (but... air-con is a must because the Belgian summer heat can rival Spain, which is great if you like it hot and you are sight-seeing)",1,0,1,1,0,0,0,1
17688,1,"WARNING this is a one room appartment and they sold it as a two room appartment that is deception for the guests.
On this first revieuw the owner defended himself with lies like:
Warning!!this client didn’t see the mezzanine with the 2 single beds!!(see on the pictures in the booking.com site!!).So there are 2 rooms!!
Moreover he was alone and paid for a single occupancy,so why should he need 2 rooms?
This is really frustrating to get such a dishonest comment!!
But: I booked this room with my partner and an a extra guests so not alone if he can see in the booking.
That's why we need two rooms.
No problem if it were two separate rooms as the owner reports but that is not the case.
You have to reach the second room by scrambling through a scary dangerous ladder to a attic that looks out onto the double bed of the other room. 
SO PRIVICY ZERO.
Shame on you liar we paid for a two room appartment and we got one.
Good luck with you scarry rooms but we never come back.,

The location",1,-1,0,-1,-1,0,-1,-1
3555,8,"We weren't expecting to get any toiletries etc. at a youth hostel, of course, but they didn't even have paper towels in the restrooms. More importantly, in the morning, when we asked the staff if we could leave our luggage at the hostel until the check-in time and use the restroom very quickly (as we just had arrived at Brugge that morning after a long trip), one of the staff kindly allowed us in but the other member started a loud argument with him in Dutch (which made us extremely uncomfortable) and basically kicked us out before we could use the restroom. This has nothing to do with the service we paid for (after all, we were there before the check-in time, before the reception was open). However, it kind of ruined our experience at the place before our stay even began.,

It was a lovely facility, located at the very centre of Brugge. The rooms were clean; the lounge and the kitchen (although the oven was broken) were easily available. The internet connection worked without any problems. The breakfast buffet did not have many options but was sufficient.",1,1,0,-1,0,0,0,1
2366,8,"No lift, so this time I got to stay in the upper floor and fully appreciate the narrow stairs. Smoking in the hotel tends to be a problem– someone does it on regular basis (I've noticed it on more than one occasion during several stays), and then the stink invades even to the above mentioned upper floor (perhaps through the canalisation as it is most noticeable in the bathroom)... disgusting. Also, I've stayed in various rooms, and every one has had an annoying flaw, a different one in each occasion. This time it was toilet that would not stop flushing.,

The hotel is well placed if you have business around Schuman and like to take the airport bus. The room is big, kept perfectly clean, has many useful amenities such as microwave, plates, tea kettle. On the plus side, they provide free toiletries during the stay, but keep only providing one packet of tea on the first day only no matter how long you stay (which used to be the case also with the toiletries, so hurray for the progress!). Water plentiful and instantly hot, bed comfy.",1,0,1,0,-1,0,0,-1
26354,1,"The room they gave me was in a very bad part of the building, stains on the staircase that led to my room. The main issue that I have horrible was the amount of noice coming from the room above. The steps , the shower and the flush were as if they were in my own room. I could not sleep because of this. I asked for a new room that same morning and they said no, I asked in the evening and they said they only change rooms during the day. The morning after at 6 am the noise woke me up and I went to the reception where someone decided to make me pack my stuff  and that they would change my room. Which was one similar. Better looking but same noise coming from the floor above. I could not sleep until midnight and the morning after at 6.30 noise woke me. Having someone flushing the toilet on your head is disgusting. Worse hotel ever seen. I'd love to get a refund.,

Just that I arrived early inthe morning and even if i was supposed to have a room later they managed to find me one. I appreciated that.",-1,-1,-1,-1,-1,0,-1,0
18798,6,"Room not totally clean - dust and dirt inside the wardrobe (obviously not swept / vacuumed for some time); one of the coffee cups provided had not been washed thoroughly; surfaces dusty (i.e. around and underneath coffee machine); water standing in both kettle and coffee machine (not sure whether filled for our benefit or left by previous occupants, therefore better for both to be empty to avoid confusion); our room was not cleaned during our stay and when we asked for our coffee pods to be replenished, we were advised there was a charge - it seems disingenuous to advertise a coffee machine as a feature and attraction of the room, but then not offer guests free pods do that they can use the machine throughout their stay; shower gel receptacle empty and hand wash receptacle virtually empty - better to remove these altogether if you only want guests to use the mini toiletries provided. Lighting in the room inadequate - series of lamps controlled by individual switches, no main switch to activate all lights and not enough light in sleeping area, not ideal in dark January!,

Excellent location; spacious room; large, comfortable bed",1,0,-1,-1,-1,0,0,0
18347,10,"It's impossible to find something wrong!,

I've spent from 5th to 9th of July in this amazing b&b: it's set on Belgium country, but at the same time in a strategic position to reach each single corner of Belgium (we drove also to Amsterdam in 2:30 hrs..!). It's an old house completely renovated by Bernard and Martine: ask to them to show a small book with lot of pictures taken during renovation.
Every morning breakfast was a pleasure: fresh fruit, home made cake, sweets taken fresh every morning, italian coffee served hot, plus home made marmelades, yoghurt, omelette... the best way to start every sightseeing tour on a city!
Rooms are very tidy, with a beautiful bathroom with a giant shower with a view on country side (every morning we saw many rabbits!! so cue!!). Coffe and fresh water are complimentary all day long!
In conclusion:  I've never seen a b&b so tidy, familiar and beautiful (with a real affordable price) like this one!
Thanks so much to Martine and Bernard!
#travelcampamichy",1,1,1,1,1,1,1,1
10076,7.9,"Staff are not very friendly with just a few exceptions. Check-in takes too long. The gym is 5 machines squeezed into a corridor. No towels provided. Opens only at 7 am. One morning they had even run out of drinking water in the spa and I was informed that delivery would come after 12 o’clock, so several hours later! It took a few discussions and phone calls to arrange for bottle water instead. The crew was almost irritated by me asking although I had just come out sweaty from the gym. A few tips from my side:
• The tiny sport facility is a separate space. Put a water dispenser there, provide towels and keep it open around the clock! The spa can still be closed independently.
• Train your staff to understand the guests’ needs and think a little bit outside the box. Pay them extra for smiling, talking friendly and looking people in the eyes. 
• Make sure your supplies are efficient and your staff pro-active to keep the guests happy. It doesn’t take much!,

The restaurant food and the breakfast met expectations. The room was sufficiently spacious.",0,1,0,-1,-1,1,0,0
9655,10,"There was nothing to dislike.,

We have just enjoyed the most magical stay in Bonifacius. We were greeted on arrival by Lynn and she was so welcoming. She immediately offered us secure parking for our car, and once that was sorted we were treated to champagne as Lynn welcomed us and explained everything we needed to know. We had a beautiful room overlooking the canal and Our Lady's Church and Bonifacius Bridge. Again the best words that come to mind is just magical.
The room decor is beautiful and so in keeping with the medieval house. The bathroom offered comfort and luxury with all Hermes products.
Lynn looking after us so well and served us a beautiful breakfast each morning. She also helped us sort out food options for the evening as the restaurants were closed. 
My Fiance  is so in love with B&B Bonifacius we are booking in again for next Christmas.
Brugge is a very special place to visit and B&B Bonifacius to us the perfect place to stay and explore this medieval town. 
Thanks for making our stay so special Lynn and going out of your way to accommodate everything we needed. 
Philippa and Leslie",1,1,1,1,1,1,1,1
6207,4.6,"The hostel beds weren't comfortable, it was low so you could hit the head in the morning. We had bathroom in the room, the room was mixed dormitory with 6 people and bathroom's locker wasn't working, which is inconvenient of course. The room and bathroom weren't cleaned, and on the beds there were chewing gums sticked, gross. During the check in they are taking 5 euros in advance for the key (if you lost it, so after check Out they are giving it back). We were leaving at 6 am next day, so during the check in we told them and they told us that it won't be problem and somebody would be there, but apparently in the morning noone was there, we were knocking and waiting for 30 minutes and nobody appeared. So we had to go to catch our bus. We left the key, but we didn't get our 5 euros back because nobody was there. After we wrote to them and explain the situation and asked them to transfer our 5 euros back but no respond :) I don't suggest this hostel :) ,

Location",0,-1,-1,-1,-1,0,-1,-1
